Benchmark results for /storage/emulated/0/results/FA-KC-GC--2018-04-23-10:47:03.txt 
------------------------------------------------------------------------------
                  Raw data: [GC Count, Time (ms), Bytes freed, Bytes Freed Per GC, Time per GC (ms)] 
------------------------------------------------------------------------------
Discarded results (warmup)
(87, 1, 18, 6045800, 6045800.0, 18.0)
(88, 1, 26, 6062056, 6062056.0, 26.0)
(89, 1, 25, 6078520, 6078520.0, 25.0)
(90, 1, 19, 6029336, 6029336.0, 19.0)
(91, 1, 19, 6095000, 6095000.0, 19.0)
(92, 1, 14, 6012808, 6012808.0, 14.0)
(93, 1, 17, 6013048, 6013048.0, 17.0)
(94, 1, 20, 6045752, 6045752.0, 20.0)
(95, 1, 19, 6094688, 6094688.0, 19.0)
(96, 1, 27, 6061648, 6061648.0, 27.0)
(97, 2, 43, 12337904, 6168952.0, 21.5)
(98, 1, 11, 6045800, 6045800.0, 11.0)
(99, 1, 11, 6012808, 6012808.0, 11.0)
------------------------------------------------------------------------------
Sample means, SD and CI (two-sided 95%)
Count: 1.09, 0,2876, 0,0564
Time: 21.97, 9,3392, 1,8305
Bytes freed: 6623904.0, 1793074,1068, 351442,5249
Bytes freed per GC: 6070223,7076, 52615,9904, 10312,7341
Time per GC: 17,8203, 6,5904, 1,2917
