"","","", "java-fannkuch-redux", "java-reverse-complement", "java-fasta", "java-n-body", "kotlin-converted-fannkuch-redux", "kotlin-converted-reverse-complement", "kotlin-converted-fasta", "kotlin-converted-n-body", "kotlin-idiomatic-fannkuch-redux", "kotlin-idiomatic-reverse-complement", "kotlin-idiomatic-fasta", "kotlin-idiomatic-n-body"
Implementation, "", "", "java", "java", "java", "java", "kotlin-converted", "kotlin-converted", "kotlin-converted", "kotlin-converted", "kotlin-idiomatic", "kotlin-idiomatic", "kotlin-idiomatic", "kotlin-idiomatic"
"CONST_16 CONST_16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018666666666666668, 0.0, 0.006666666666666667, 0.0, 0.014373716632443531, 0.002886002886002886
"CONST_16 CONST_4""","","", 0.0, 0.003875968992248062, 0.004830917874396135, 0.0, 0.0, 0.0015873015873015873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 CONST_WIDE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014373716632443531, 0.0
"CONST_16 IF_EQZ""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0106951871657754, 0.0, 0.0
"CONST_16 IF_LT""","","", 0.0, 0.0, 0.004830917874396135, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 IF_NE""","","", 0.0, 0.011627906976744186, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0053475935828877, 0.0, 0.0
"CONST_16 IGET_WIDE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001443001443001443
"CONST_16 INT_TO_BYTE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.004761904761904762, 0.056, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 INVOKE_DIRECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015873015873015873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 INVOKE_DIRECT_RANGE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001443001443001443
"CONST_16 INVOKE_STATIC""","","", 0.0, 0.003875968992248062, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.039014373716632446, 0.0
"CONST_16 INVOKE_VIRTUAL""","","", 0.0, 0.0, 0.00966183574879227, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01026694045174538, 0.0
"CONST_16 IPUT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0026666666666666666, 0.0, 0.0, 0.0, 0.008213552361396304, 0.0
"CONST_16 MOVE_FROM16""","","", 0.0, 0.0, 0.004830917874396135, 0.0022271714922048997, 0.0, 0.0, 0.0, 0.001763668430335097, 0.006666666666666667, 0.0, 0.0, 0.001443001443001443
"CONST_16 MOVE_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0026666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 MOVE_OBJECT_FROM16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006160164271047228, 0.002886002886002886
"CONST_16 NEW_ARRAY""","","", 0.0, 0.003875968992248062, 0.0, 0.0, 0.0, 0.0015873015873015873, 0.005333333333333333, 0.0, 0.0, 0.0, 0.004106776180698152, 0.0
"CONST_16 NEW_INSTANCE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0053475935828877, 0.0, 0.007215007215007215
"CONST_16 SPUT""","","", 0.0, 0.0, 0.004830917874396135, 0.0, 0.0, 0.0, 0.008, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_4 ADD_INT_LIT8""","","", 0.0, 0.0, 0.004830917874396135, 0.0, 0.0, 0.0, 0.0026666666666666666, 0.0, 0.0, 0.0, 0.002053388090349076, 0.0
"CONST_4 AGET""","","", 0.020833333333333332, 0.0, 0.0, 0.0, 0.030303030303030304, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_4 AGET_OBJECT""","","", 0.010416666666666666, 0.003875968992248062, 0.004830917874396135, 0.0022271714922048997, 0.010101010101010102, 0.0015873015873015873, 0.0026666666666666666, 0.0, 0.0, 0.0053475935828877, 0.002053388090349076, 0.004329004329004329
"CONST_4 ARRAY_LENGTH""","","", 0.010416666666666666, 0.0, 0.004830917874396135, 0.0, 0.0, 0.0, 0.0026666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_4 CHECK_CAST""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0053475935828877, 0.0, 0.0
"CONST_4 CONST_16""","","", 0.0, 0.003875968992248062, 0.004830917874396135, 0.0, 0.0, 0.0, 0.008, 0.0, 0.0, 0.0, 0.024640657084188913, 0.0
"CONST_4 CONST_4""","","", 0.041666666666666664, 0.0, 0.004830917874396135, 0.0022271714922048997, 0.04040404040404041, 0.0, 0.013333333333333334, 0.001763668430335097, 0.02, 0.0, 0.008213552361396304, 0.001443001443001443
"CONST_4 CONST_WIDE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024640657084188913, 0.0
"CONST_4 GOTO""","","", 0.0, 0.003875968992248062, 0.0, 0.0, 0.0, 0.0015873015873015873, 0.0, 0.0, 0.006666666666666667, 0.0, 0.002053388090349076, 0.001443001443001443
"CONST_4 IF_EQ""","","", 0.010416666666666666, 0.0, 0.0, 0.0, 0.010101010101010102, 0.0, 0.0, 0.0, 0.0, 0.0053475935828877, 0.0, 0.0
"CONST_4 IF_GE""","","", 0.020833333333333332, 0.0, 0.004830917874396135, 0.0022271714922048997, 0.020202020202020204, 0.0, 0.0, 0.0, 0.006666666666666667, 0.0, 0.002053388090349076, 0.001443001443001443
"CONST_4 IF_LEZ""","","", 0.0, 0.0, 0.00966183574879227, 0.0, 0.0, 0.0, 0.005333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_4 IF_NE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002053388090349076, 0.0
"CONST_4 IGET""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0026666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_4 IGET_OBJECT""","","", 0.0, 0.0, 0.004830917874396135, 0.0022271714922048997, 0.0, 0.0, 0.0026666666666666666, 0.0, 0.0, 0.0053475935828877, 0.0, 0.0
"CONST_4 INVOKE_DIRECT""","","", 0.0, 0.0, 0.0, 0.0022271714922048997, 0.0, 0.0015873015873015873, 0.005333333333333333, 0.003527336860670194, 0.0, 0.0, 0.0, 0.0
"CONST_4 INVOKE_INTERFACE_RANGE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006666666666666667, 0.0, 0.0, 0.0
"CONST_4 INVOKE_STATIC""","","", 0.0, 0.003875968992248062, 0.0, 0.008908685968819599, 0.0, 0.0, 0.005333333333333333, 0.001763668430335097, 0.006666666666666667, 0.0, 0.0, 0.001443001443001443
"CONST_4 INVOKE_VIRTUAL""","","", 0.0, 0.003875968992248062, 0.014492753623188406, 0.0, 0.0, 0.0, 0.0026666666666666666, 0.0, 0.0, 0.0106951871657754, 0.0, 0.0
"CONST_4 MOVE""","","", 0.0, 0.0, 0.00966183574879227, 0.0, 0.0, 0.0, 0.0026666666666666666, 0.0, 0.0, 0.0, 0.004106776180698152, 0.0
"CONST_4 MOVE_FROM16""","","", 0.020833333333333332, 0.0, 0.0, 0.0, 0.020202020202020204, 0.0, 0.0, 0.0, 0.013333333333333334, 0.0, 0.004106776180698152, 0.0
"CONST_4 MOVE_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.010101010101010102, 0.006349206349206349, 0.0, 0.0, 0.0, 0.0, 0.002053388090349076, 0.0
"CONST_4 MOVE_OBJECT_FROM16""","","", 0.0, 0.0, 0.00966183574879227, 0.004454342984409799, 0.0, 0.0, 0.005333333333333333, 0.003527336860670194, 0.006666666666666667, 0.0, 0.002053388090349076, 0.001443001443001443
"CONST_4 NEW_ARRAY""","","", 0.0, 0.0, 0.0, 0.0022271714922048997, 0.0, 0.0, 0.0, 0.001763668430335097, 0.0, 0.0, 0.008213552361396304, 0.001443001443001443
"CONST_4 NEW_INSTANCE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015873015873015873, 0.0, 0.0, 0.0, 0.0, 0.002053388090349076, 0.0
"CONST_4 RETURN""","","", 0.0, 0.003875968992248062, 0.0, 0.0, 0.0, 0.0015873015873015873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001443001443001443
"CONST_4 SGET""","","", 0.0, 0.003875968992248062, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_4 SGET_OBJECT""","","", 0.0, 0.007751937984496124, 0.0, 0.0, 0.0, 0.0015873015873015873, 0.0, 0.007054673721340388, 0.0, 0.0, 0.0, 0.0
"CONST_4 SPUT""","","", 0.0, 0.003875968992248062, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_4 SPUT_OBJECT""","","", 0.0, 0.003875968992248062, 0.004830917874396135, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_HIGH16 CONST_4""","","", 0.0, 0.003875968992248062, 0.0, 0.0, 0.0, 0.0015873015873015873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_HIGH16 INVOKE_STATIC""","","", 0.0, 0.0, 0.004830917874396135, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_HIGH16 INVOKE_VIRTUAL""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0026666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_HIGH16 MOVE_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0026666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_HIGH16 NEW_ARRAY""","","", 0.0, 0.003875968992248062, 0.0, 0.0, 0.0, 0.0015873015873015873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_WIDE CHECK_CAST""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007054673721340388, 0.0, 0.0, 0.0, 0.0
"CONST_WIDE CONST_16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001443001443001443
"CONST_WIDE CONST_WIDE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03463203463203463
"CONST_WIDE DIV_DOUBLE_2ADDR""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004329004329004329
"CONST_WIDE INVOKE_DIRECT_RANGE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005772005772005772
"CONST_WIDE INVOKE_STATIC""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.039014373716632446, 0.0
"CONST_WIDE INVOKE_VIRTUAL""","","", 0.0, 0.0, 0.0, 0.0022271714922048997, 0.0, 0.0, 0.0, 0.02292768959435626, 0.0, 0.0, 0.0, 0.001443001443001443
"CONST_WIDE IPUT_WIDE""","","", 0.0, 0.0, 0.0, 0.0645879732739421, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_WIDE MOVE_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021164021164021163, 0.0, 0.0, 0.0, 0.0
"CONST_WIDE NEG_DOUBLE""","","", 0.0, 0.0, 0.0, 0.0022271714922048997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_WIDE SPUT_WIDE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003527336860670194, 0.0, 0.0, 0.0, 0.0
"CONST_WIDE_16 AND_INT_LIT8""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008658008658008658
"CONST_WIDE_16 CONST_16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001443001443001443
"CONST_WIDE_16 CONST_4""","","", 0.0, 0.0, 0.004830917874396135, 0.004454342984409799, 0.0, 0.0, 0.0026666666666666666, 0.001763668430335097, 0.0, 0.0, 0.0, 0.001443001443001443
"CONST_WIDE_16 CONST_WIDE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001443001443001443
"CONST_WIDE_16 CONST_WIDE_16""","","", 0.0, 0.0, 0.0, 0.004454342984409799, 0.0, 0.0, 0.0, 0.003527336860670194, 0.0, 0.0, 0.0, 0.01875901875901876
"CONST_WIDE_16 IGET_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001763668430335097, 0.0, 0.0, 0.0, 0.0
"CONST_WIDE_16 MOVE_OBJECT_FROM16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002886002886002886
"CONST_WIDE_HIGH16 IGET_WIDE""","","", 0.0, 0.0, 0.0, 0.0022271714922048997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_WIDE_HIGH16 INVOKE_VIRTUAL""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001763668430335097, 0.0, 0.0, 0.0, 0.0
"CONST_WIDE_HIGH16 IPUT_WIDE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002053388090349076, 0.0
"CONST_WIDE_HIGH16 MUL_DOUBLE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001443001443001443
"CONST_WIDE_HIGH16 SGET_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001763668430335097, 0.0, 0.0, 0.0, 0.0
"DIV_DOUBLE CONST_4""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002053388090349076, 0.0
"DIV_DOUBLE INVOKE_VIRTUAL""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001443001443001443
"DIV_DOUBLE INVOKE_VIRTUAL_RANGE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001763668430335097, 0.0, 0.0, 0.0, 0.0
"DIV_DOUBLE MOVE_OBJECT_FROM16""","","", 0.0, 0.0, 0.0, 0.0022271714922048997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"DIV_DOUBLE SUB_DOUBLE""","","", 0.0, 0.0, 0.0, 0.0022271714922048997, 0.0, 0.0, 0.0, 0.001763668430335097, 0.0, 0.0, 0.0, 0.001443001443001443
"DIV_DOUBLE_2ADDR INVOKE_VIRTUAL""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004329004329004329
"DIV_DOUBLE_2ADDR IPUT_WIDE""","","", 0.0, 0.0, 0.0, 0.0066815144766146995, 0.0, 0.0, 0.0, 0.005291005291005291, 0.0, 0.0, 0.0, 0.0
"DIV_FLOAT MOVE_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0026666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0
"DOUBLE_TO_FLOAT APUT""","","", 0.0, 0.0, 0.00966183574879227, 0.0, 0.0, 0.0, 0.005333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0
"FILL_ARRAY_DATA INVOKE_DIRECT""","","", 0.0, 0.0, 0.00966183574879227, 0.0, 0.0, 0.0, 0.005333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0
"FILL_ARRAY_DATA NEW_ARRAY""","","", 0.0, 0.0, 0.00966183574879227, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"FLOAT_TO_DOUBLE ADD_DOUBLE_2ADDR""","","", 0.0, 0.0, 0.004830917874396135, 0.0, 0.0, 0.0, 0.0026666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0
"GOTO ADD_INT_LIT8""","","", 0.010416666666666666, 0.0, 0.00966183574879227, 0.0, 0.010101010101010102, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"GOTO CHECK_CAST""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004106776180698152, 0.0
"GOTO CONST_4""","","", 0.020833333333333332, 0.007751937984496124, 0.0, 0.0, 0.010101010101010102, 0.0, 0.0, 0.0, 0.013333333333333334, 0.0, 0.0, 0.0
"GOTO IF_NEZ""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004106776180698152, 0.0
"GOTO IGET_OBJECT""","","", 0.0, 0.0, 0.0, 0.0022271714922048997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"GOTO INVOKE_DIRECT""","","", 0.0, 0.0, 0.004830917874396135, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"GOTO INVOKE_STATIC""","","", 0.0, 0.011627906976744186, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"GOTO MOVE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006666666666666667, 0.0, 0.0, 0.0
"GOTO MOVE_FROM16""","","", 0.010416666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"GOTO MOVE_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.007936507936507936, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"GOTO MOVE_WIDE_FROM16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017316017316017316
"GOTO NEW_ARRAY""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015873015873015873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"GOTO NEW_INSTANCE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0053475935828877, 0.004106776180698152, 0.0
"GOTO RETURN_VOID""","","", 0.0, 0.003875968992248062, 0.004830917874396135, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"GOTO SGET""","","", 0.0, 0.007751937984496124, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"GOTO SGET_OBJECT""","","", 0.0, 0.0, 0.0, 0.0022271714922048997, 0.0, 0.0015873015873015873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"GOTO_16 ADD_INT_LIT8""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006666666666666667, 0.0, 0.0, 0.0
"GOTO_16 SPUT""","","", 0.0, 0.003875968992248062, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"IF_EQ ADD_INT_LIT8""","","", 0.010416666666666666, 0.0, 0.0, 0.0, 0.010101010101010102, 0.0, 0.0, 0.0, 0.006666666666666667, 0.0, 0.0, 0.001443001443001443
"IF_EQ IF_EQZ""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001443001443001443
"IF_EQ INVOKE_VIRTUAL""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0053475935828877, 0.0, 0.0
"IF_EQZ ADD_INT_LIT8""","","", 0.010416666666666666, 0.0, 0.0, 0.0, 0.010101010101010102, 0.0, 0.0, 0.0, 0.006666666666666667, 0.0, 0.0, 0.0
"IF_EQZ AGET_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006666666666666667, 0.0, 0.0, 0.0
"IF_EQZ CHECK_CAST""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0106951871657754, 0.0, 0.001443001443001443
"IF_EQZ CONST_WIDE_16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010101010101010102
"IF_EQZ INVOKE_INTERFACE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0053475935828877, 0.002053388090349076, 0.0
"IF_EQZ INVOKE_INTERFACE_RANGE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006666666666666667, 0.0, 0.0, 0.0
"IF_EQZ MOVE_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0031746031746031746, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"IF_EQZ MOVE_OBJECT_FROM16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0106951871657754, 0.0, 0.010101010101010102
"IF_EQZ NEW_INSTANCE""","","", 0.0, 0.0, 0.00966183574879227, 0.0, 0.0, 0.0, 0.005333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0
"IF_EQZ SGET_OBJECT""","","", 0.0, 0.007751937984496124, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"IF_GE ADD_INT_LIT8""","","", 0.010416666666666666, 0.0, 0.0, 0.0, 0.010101010101010102, 0.0, 0.0, 0.0, 0.006666666666666667, 0.0, 0.0, 0.0
"IF_GE AGET""","","", 0.020833333333333332, 0.0, 0.004830917874396135, 0.0, 0.020202020202020204, 0.0, 0.0026666666666666666, 0.0, 0.006666666666666667, 0.0, 0.0, 0.0
"IF_GE AGET_OBJECT""","","", 0.0, 0.0, 0.0, 0.0022271714922048997, 0.0, 0.0, 0.0, 0.001763668430335097, 0.0, 0.0, 0.006160164271047228, 0.002886002886002886
"IF_GE APUT""","","", 0.010416666666666666, 0.0, 0.0, 0.0, 0.010101010101010102, 0.0, 0.0, 0.0, 0.006666666666666667, 0.0, 0.0, 0.0
"IF_GE ARRAY_LENGTH""","","", 0.0, 0.0, 0.004830917874396135, 0.0, 0.0, 0.0, 0.0026666666666666666, 0.0, 0.0, 0.0, 0.002053388090349076, 0.0
"IF_GE CONST_HIGH16""","","", 0.0, 0.0, 0.004830917874396135, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"IF_GE CONST_WIDE""","","", 0.0, 0.0, 0.0, 0.0022271714922048997, 0.0, 0.0, 0.0, 0.001763668430335097, 0.0, 0.0, 0.0, 0.0
"IF_GE IGET_OBJECT""","","", 0.0, 0.0, 0.00966183574879227, 0.0022271714922048997, 0.0, 0.0, 0.005333333333333333, 0.001763668430335097, 0.0, 0.0053475935828877, 0.0, 0.0
"IF_GE IGET_WIDE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002053388090349076, 0.0
"IF_GE INVOKE_INTERFACE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0053475935828877, 0.0, 0.0
"IF_GE INVOKE_VIRTUAL""","","", 0.0, 0.003875968992248062, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001443001443001443
"IF_GE INVOKE_VIRTUAL_RANGE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001763668430335097, 0.0, 0.0, 0.0, 0.0
"IF_GE MOVE_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0031746031746031746, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"IF_GE MOVE_OBJECT_FROM16""","","", 0.0, 0.0, 0.0, 0.008908685968819599, 0.0, 0.0, 0.0, 0.005291005291005291, 0.0, 0.0, 0.0, 0.004329004329004329
"IF_GE SGET_OBJECT""","","", 0.0, 0.011627906976744186, 0.0, 0.0, 0.0, 0.0031746031746031746, 0.0026666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0
"IF_GEZ ADD_INT_LIT8""","","", 0.0, 0.0, 0.004830917874396135, 0.0, 0.0, 0.0, 0.0026666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0
"IF_GEZ MOVE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015873015873015873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"IF_GT MOVE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001443001443001443
"IF_LE CHECK_CAST""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015873015873015873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"IF_LE CONST_4""","","", 0.0, 0.003875968992248062, 0.0, 0.0, 0.0, 0.0015873015873015873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"IF_LE INVOKE_STATIC""","","", 0.0, 0.003875968992248062, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"IF_LE MOVE_FROM16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006666666666666667, 0.0, 0.0, 0.0
"IF_LE MOVE_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.004761904761904762, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"IF_LE SGET""","","", 0.0, 0.003875968992248062, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"IF_LE SGET_OBJECT""","","", 0.0, 0.007751937984496124, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"IF_LEZ ADD_INT_LIT8""","","", 0.010416666666666666, 0.0, 0.0, 0.0, 0.010101010101010102, 0.0, 0.0, 0.0, 0.006666666666666667, 0.0, 0.0, 0.0
"IF_LEZ CHECK_CAST""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015873015873015873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"IF_LEZ CONST_16""","","", 0.0, 0.0, 0.00966183574879227, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"IF_LEZ CONST_4""","","", 0.010416666666666666, 0.0, 0.004830917874396135, 0.0, 0.010101010101010102, 0.0, 0.0026666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0
