"","","", "java-fannkuch-redux", "java-reverse-complement", "java-fasta", "java-n-body", "kotlin-converted-fannkuch-redux", "kotlin-converted-reverse-complement", "kotlin-converted-fasta", "kotlin-converted-n-body", "kotlin-idiomatic-fannkuch-redux", "kotlin-idiomatic-reverse-complement", "kotlin-idiomatic-fasta", "kotlin-idiomatic-n-body"
"APUT_OBJECT INVOKE_VIRTUAL MOVE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0019157088122605363, 0.0, 0.0, 0.0, 0.0
"APUT_OBJECT INVOKE_VIRTUAL RETURN_VOID""","","", 0.0, 0.0, 0.0, 0.002304147465437788, 0.0, 0.0, 0.0, 0.0019157088122605363, 0.0, 0.0, 0.0, 0.0
"APUT_OBJECT IPUT_OBJECT CONST_WIDE_16""","","", 0.0, 0.0, 0.0, 0.002304147465437788, 0.0, 0.0, 0.0, 0.0019157088122605363, 0.0, 0.0, 0.0, 0.0
"APUT_OBJECT MOVE_OBJECT_FROM16 CHECK_CAST""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"APUT_OBJECT MOVE_OBJECT_FROM16 MOVE_OBJECT_FROM16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015313935681470138
"ARRAY_LENGTH CONST_4 IF_GE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015313935681470138
"ARRAY_LENGTH CONST_4 MOVE""","","", 0.0, 0.0, 0.005405405405405406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ARRAY_LENGTH CONST_4 MOVE_FROM16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"ARRAY_LENGTH IF_GE AGET_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004329004329004329, 0.0
"ARRAY_LENGTH IF_GE IGET_OBJECT""","","", 0.0, 0.0, 0.010810810810810811, 0.002304147465437788, 0.0, 0.0, 0.005988023952095809, 0.0, 0.0, 0.0, 0.0, 0.0
"ARRAY_LENGTH IF_GE SGET_OBJECT""","","", 0.0, 0.004149377593360996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ARRAY_LENGTH IF_LE CHECK_CAST""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018248175182481751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ARRAY_LENGTH IF_LE INVOKE_STATIC""","","", 0.0, 0.004149377593360996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ARRAY_LENGTH IF_LE MOVE_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018248175182481751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ARRAY_LENGTH IF_LE SGET_OBJECT""","","", 0.0, 0.004149377593360996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ARRAY_LENGTH IF_LEZ CONST_4""","","", 0.011363636363636364, 0.0, 0.005405405405405406, 0.0, 0.011235955056179775, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0, 0.0
"ARRAY_LENGTH IF_NE CONST_4""","","", 0.0, 0.0, 0.005405405405405406, 0.0, 0.0, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"ARRAY_LENGTH IF_NEZ MOVE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007246376811594203, 0.0, 0.0, 0.0
"ARRAY_LENGTH IGET ADD_INT_LIT8""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005988023952095809, 0.0, 0.0, 0.0, 0.0, 0.0
"ARRAY_LENGTH INVOKE_STATIC MOVE_RESULT_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0030627871362940277
"ARRAY_LENGTH MOVE IF_GE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018248175182481751, 0.0, 0.0019157088122605363, 0.0, 0.0, 0.0, 0.0
"ARRAY_LENGTH MOVE MOVE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0, 0.0
"ARRAY_LENGTH MOVE_FROM16 CONST_16""","","", 0.0, 0.0, 0.0, 0.002304147465437788, 0.0, 0.0, 0.0, 0.0019157088122605363, 0.0, 0.0, 0.0, 0.0015313935681470138
"ARRAY_LENGTH MOVE_FROM16 MOVE_FROM16""","","", 0.0, 0.0, 0.0, 0.009216589861751152, 0.0, 0.0, 0.0, 0.007662835249042145, 0.007246376811594203, 0.0, 0.0, 0.006125574272588055
"ARRAY_LENGTH MOVE_OBJECT CHECK_CAST""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018248175182481751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ARRAY_LENGTH MOVE_OBJECT_FROM16 INVOKE_DIRECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"ARRAY_LENGTH MUL_INT_LIT8 NEW_ARRAY""","","", 0.0, 0.004149377593360996, 0.0, 0.0, 0.0, 0.0018248175182481751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ARRAY_LENGTH NEW_ARRAY IPUT_OBJECT""","","", 0.0, 0.0, 0.005405405405405406, 0.0, 0.0, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0, 0.0
"ARRAY_LENGTH REM_INT_LIT8 IF_EQZ""","","", 0.0, 0.0, 0.010810810810810811, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ARRAY_LENGTH SGET SUB_INT_2ADDR""","","", 0.0, 0.004149377593360996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CHECK_CAST ADD_INT_LIT8 INVOKE_DIRECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018248175182481751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CHECK_CAST ARRAY_LENGTH CONST_4""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015313935681470138
"CHECK_CAST ARRAY_LENGTH IF_GE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004329004329004329, 0.0
"CHECK_CAST ARRAY_LENGTH IF_LEZ""","","", 0.0, 0.0, 0.0, 0.0, 0.011235955056179775, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0, 0.0
"CHECK_CAST ARRAY_LENGTH IF_NEZ""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007246376811594203, 0.0, 0.0, 0.0
"CHECK_CAST ARRAY_LENGTH MOVE_FROM16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015313935681470138
"CHECK_CAST CONST_16 IF_EQZ""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011627906976744186, 0.0, 0.0
"CHECK_CAST CONST_16 INVOKE_DIRECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018248175182481751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CHECK_CAST CONST_16 MOVE_OBJECT_FROM16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"CHECK_CAST CONST_4 CHECK_CAST""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005813953488372093, 0.0, 0.0
"CHECK_CAST CONST_4 NEW_ARRAY""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"CHECK_CAST IF_EQZ MOVE_OBJECT_FROM16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005813953488372093, 0.0, 0.0
"CHECK_CAST IGET_WIDE IGET_WIDE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015313935681470138
"CHECK_CAST INVOKE_DIRECT CHECK_CAST""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018248175182481751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CHECK_CAST INVOKE_DIRECT GOTO""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018248175182481751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CHECK_CAST INVOKE_DIRECT MOVE_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.01824817518248175, 0.0, 0.0, 0.0, 0.005813953488372093, 0.0021645021645021645, 0.0
"CHECK_CAST INVOKE_DIRECT MOVE_RESULT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.08941605839416059, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CHECK_CAST INVOKE_DIRECT MOVE_RESULT_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.041970802919708027, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CHECK_CAST INVOKE_DIRECT MUL_INT_LIT8""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"CHECK_CAST INVOKE_DIRECT NEW_INSTANCE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005813953488372093, 0.0, 0.0
"CHECK_CAST INVOKE_STATIC_RANGE MOVE_RESULT_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007246376811594203, 0.0, 0.0, 0.0
"CHECK_CAST INVOKE_VIRTUAL CONST_4""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005813953488372093, 0.0021645021645021645, 0.0
"CHECK_CAST INVOKE_VIRTUAL MOVE_RESULT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014970059880239521, 0.0, 0.014492753623188406, 0.011627906976744186, 0.0, 0.0
"CHECK_CAST INVOKE_VIRTUAL MOVE_RESULT_WIDE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022988505747126436, 0.0, 0.0, 0.0021645021645021645, 0.0015313935681470138
"CHECK_CAST INVOKE_VIRTUAL_RANGE MOVE_RESULT_WIDE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015313935681470138
"CHECK_CAST IPUT_OBJECT INVOKE_VIRTUAL""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005813953488372093, 0.0, 0.0
"CHECK_CAST IPUT_OBJECT NEW_INSTANCE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005813953488372093, 0.0, 0.0
"CHECK_CAST MOVE_OBJECT CHECK_CAST""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.014598540145985401, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0, 0.0
"CHECK_CAST MOVE_OBJECT CONST_4""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011627906976744186, 0.0, 0.0
"CHECK_CAST MOVE_OBJECT INVOKE_STATIC""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005813953488372093, 0.0, 0.0
"CHECK_CAST MOVE_OBJECT INVOKE_VIRTUAL_RANGE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008982035928143712, 0.0, 0.0, 0.0, 0.0, 0.0
"CHECK_CAST MOVE_OBJECT MOVE_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005813953488372093, 0.0, 0.0
"CHECK_CAST MOVE_OBJECT_FROM16 ARRAY_LENGTH""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0038314176245210726, 0.0, 0.0, 0.0, 0.0030627871362940277
"CHECK_CAST MOVE_OBJECT_FROM16 INVOKE_VIRTUAL""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"CHECK_CAST NEW_INSTANCE CONST_16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"CHECK_CAST NEW_INSTANCE INVOKE_DIRECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"CHECK_CAST NEW_INSTANCE MOVE_OBJECT_FROM16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"CHECK_CAST NOP CONST_4""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007246376811594203, 0.0, 0.0021645021645021645, 0.0
"CHECK_CAST NOP MOVE_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005813953488372093, 0.0, 0.0
"CHECK_CAST THROW NEW_INSTANCE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005988023952095809, 0.0, 0.0, 0.0, 0.0, 0.0
"CMPG_FLOAT IF_GEZ ADD_INT_LIT8""","","", 0.0, 0.0, 0.005405405405405406, 0.0, 0.0, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0, 0.0
"CMPL_DOUBLE IF_LTZ AGET_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"CONST CONST NEW_ARRAY""","","", 0.0, 0.0, 0.010810810810810811, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST IF_NE CONST_4""","","", 0.0, 0.0, 0.010810810810810811, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST IPUT CONST_16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"CONST MUL_FLOAT_2ADDR RETURN""","","", 0.0, 0.0, 0.005405405405405406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST NEW_ARRAY ARRAY_LENGTH""","","", 0.0, 0.0, 0.010810810810810811, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST REM_INT_2ADDR SPUT""","","", 0.0, 0.0, 0.005405405405405406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST SGET MUL_INT_LIT16""","","", 0.0, 0.0, 0.005405405405405406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST SPUT CONST_16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 AGET ADD_INT_LIT8""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007246376811594203, 0.0, 0.0, 0.0
"CONST_16 AGET CONST_4""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007246376811594203, 0.0, 0.0, 0.0
"CONST_16 AGET IF_EQZ""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007246376811594203, 0.0, 0.0, 0.0
"CONST_16 APUT_BYTE SUB_INT""","","", 0.0, 0.0, 0.005405405405405406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 APUT_BYTE SUB_INT_2ADDR""","","", 0.0, 0.0, 0.005405405405405406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 ARRAY_LENGTH IF_LEZ""","","", 0.0, 0.0, 0.005405405405405406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 CONST CONST""","","", 0.0, 0.0, 0.010810810810810811, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 CONST IF_NE""","","", 0.0, 0.0, 0.010810810810810811, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 CONST_16 AGET""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007246376811594203, 0.0, 0.0, 0.0
"CONST_16 CONST_16 INT_TO_BYTE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020958083832335328, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 CONST_16 INVOKE_DIRECT_RANGE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015313935681470138
"CONST_16 CONST_16 INVOKE_STATIC""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015151515151515152, 0.0
"CONST_16 CONST_16 MOVE_OBJECT_FROM16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015313935681470138
"CONST_16 CONST_4 INVOKE_STATIC""","","", 0.0, 0.004149377593360996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 CONST_4 MOVE_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018248175182481751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 CONST_4 SPUT_OBJECT""","","", 0.0, 0.0, 0.005405405405405406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 CONST_WIDE INVOKE_STATIC""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015151515151515152, 0.0
"CONST_16 IF_EQZ CHECK_CAST""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011627906976744186, 0.0, 0.0
"CONST_16 IF_LT CONST_16""","","", 0.0, 0.0, 0.005405405405405406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 IF_NE INVOKE_STATIC""","","", 0.0, 0.004149377593360996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005813953488372093, 0.0, 0.0
"CONST_16 IF_NE RETURN""","","", 0.0, 0.004149377593360996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 IF_NE SGET""","","", 0.0, 0.004149377593360996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 IGET_WIDE INVOKE_STATIC""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015313935681470138
"CONST_16 INT_TO_BYTE APUT_BYTE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06287425149700598, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 INT_TO_BYTE IF_NE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.005474452554744526, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 INVOKE_DIRECT GOTO""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018248175182481751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 INVOKE_DIRECT_RANGE APUT_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015313935681470138
"CONST_16 INVOKE_STATIC GOTO""","","", 0.0, 0.004149377593360996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 INVOKE_STATIC MOVE_RESULT_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04112554112554113, 0.0
"CONST_16 INVOKE_VIRTUAL MOVE_RESULT_OBJECT""","","", 0.0, 0.0, 0.010810810810810811, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008658008658008658, 0.0
"CONST_16 INVOKE_VIRTUAL SUB_INT_2ADDR""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"CONST_16 IPUT CONST""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"CONST_16 IPUT CONST_16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004329004329004329, 0.0
"CONST_16 IPUT CONST_WIDE_HIGH16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"CONST_16 IPUT IGET""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 MOVE_FROM16 IF_EQ""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007246376811594203, 0.0, 0.0, 0.0
"CONST_16 MOVE_FROM16 IF_LT""","","", 0.0, 0.0, 0.005405405405405406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 MOVE_FROM16 MOVE_FROM16""","","", 0.0, 0.0, 0.0, 0.002304147465437788, 0.0, 0.0, 0.0, 0.0019157088122605363, 0.0, 0.0, 0.0, 0.0015313935681470138
"CONST_16 MOVE_OBJECT CHECK_CAST""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 MOVE_OBJECT_FROM16 ARRAY_LENGTH""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"CONST_16 MOVE_OBJECT_FROM16 IGET_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015313935681470138
"CONST_16 MOVE_OBJECT_FROM16 INVOKE_DIRECT_RANGE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015313935681470138
"CONST_16 MOVE_OBJECT_FROM16 INVOKE_STATIC""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"CONST_16 MOVE_OBJECT_FROM16 INVOKE_VIRTUAL""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"CONST_16 NEW_ARRAY CONST_16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 NEW_ARRAY FILL_ARRAY_DATA""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 NEW_ARRAY MOVE_OBJECT_FROM16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004329004329004329, 0.0
"CONST_16 NEW_ARRAY SPUT_OBJECT""","","", 0.0, 0.004149377593360996, 0.0, 0.0, 0.0, 0.0018248175182481751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 NEW_INSTANCE CONST_WIDE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006125574272588055
"CONST_16 NEW_INSTANCE CONST_WIDE_16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015313935681470138
"CONST_16 NEW_INSTANCE NEW_INSTANCE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005813953488372093, 0.0, 0.0
"CONST_16 SPUT CONST""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 SPUT CONST_16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_16 SPUT RETURN_VOID""","","", 0.0, 0.0, 0.005405405405405406, 0.0, 0.0, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_4 AGET ADD_INT_LIT8""","","", 0.0, 0.0, 0.0, 0.0, 0.011235955056179775, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_4 AGET CONST_4""","","", 0.011363636363636364, 0.0, 0.0, 0.0, 0.011235955056179775, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_4 AGET IF_EQZ""","","", 0.011363636363636364, 0.0, 0.0, 0.0, 0.011235955056179775, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_4 AGET_OBJECT INVOKE_STATIC""","","", 0.011363636363636364, 0.0, 0.005405405405405406, 0.002304147465437788, 0.011235955056179775, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"CONST_4 AGET_OBJECT INVOKE_VIRTUAL""","","", 0.0, 0.004149377593360996, 0.0, 0.0, 0.0, 0.0018248175182481751, 0.0, 0.0, 0.0, 0.005813953488372093, 0.0, 0.0
"CONST_4 AGET_OBJECT MOVE_WIDE_FROM16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004594180704441042
"CONST_4 ARRAY_LENGTH IF_GE""","","", 0.0, 0.0, 0.005405405405405406, 0.0, 0.0, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0, 0.0
"CONST_4 ARRAY_LENGTH IF_LEZ""","","", 0.011363636363636364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
