"","","", "java-fannkuch-redux", "java-reverse-complement", "java-fasta", "java-n-body", "kotlin-converted-fannkuch-redux", "kotlin-converted-reverse-complement", "kotlin-converted-fasta", "kotlin-converted-n-body", "kotlin-idiomatic-fannkuch-redux", "kotlin-idiomatic-reverse-complement", "kotlin-idiomatic-fasta", "kotlin-idiomatic-n-body"
"ADD_INT_LIT8 APUT ADD_INT_LIT8""","","", 0.011363636363636364, 0.0, 0.0, 0.0, 0.011235955056179775, 0.0, 0.0, 0.0, 0.007246376811594203, 0.0, 0.0, 0.0
"ADD_INT_LIT8 APUT AGET""","","", 0.011363636363636364, 0.0, 0.0, 0.0, 0.011235955056179775, 0.0, 0.0, 0.0, 0.007246376811594203, 0.0, 0.0, 0.0
"ADD_INT_LIT8 CONST_16 INVOKE_VIRTUAL""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"ADD_INT_LIT8 GOTO ADD_INT_LIT8""","","", 0.011363636363636364, 0.0, 0.005405405405405406, 0.0, 0.011235955056179775, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ADD_INT_LIT8 GOTO CONST_4""","","", 0.022727272727272728, 0.008298755186721992, 0.0, 0.0, 0.011235955056179775, 0.0, 0.0, 0.0, 0.007246376811594203, 0.0, 0.0, 0.0
"ADD_INT_LIT8 GOTO IGET_OBJECT""","","", 0.0, 0.0, 0.0, 0.002304147465437788, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ADD_INT_LIT8 GOTO INVOKE_DIRECT""","","", 0.0, 0.0, 0.005405405405405406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ADD_INT_LIT8 GOTO MOVE_FROM16""","","", 0.011363636363636364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ADD_INT_LIT8 GOTO NEW_ARRAY""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018248175182481751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ADD_INT_LIT8 GOTO RETURN_VOID""","","", 0.0, 0.004149377593360996, 0.005405405405405406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ADD_INT_LIT8 GOTO SGET_OBJECT""","","", 0.0, 0.0, 0.0, 0.002304147465437788, 0.0, 0.0018248175182481751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ADD_INT_LIT8 GOTO_16 ADD_INT_LIT8""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007246376811594203, 0.0, 0.0, 0.0
"ADD_INT_LIT8 IF_GT MOVE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015313935681470138
"ADD_INT_LIT8 IF_LTZ ADD_INT_LIT8""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005813953488372093, 0.0, 0.0
"ADD_INT_LIT8 IGET_OBJECT INVOKE_INTERFACE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005813953488372093, 0.0, 0.0
"ADD_INT_LIT8 INVOKE_DIRECT GOTO""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0036496350364963502, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ADD_INT_LIT8 INVOKE_DIRECT INT_TO_BYTE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018248175182481751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ADD_INT_LIT8 INVOKE_DIRECT INVOKE_DIRECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018248175182481751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ADD_INT_LIT8 INVOKE_DIRECT MOVE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018248175182481751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ADD_INT_LIT8 INVOKE_DIRECT MOVE_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.005474452554744526, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ADD_INT_LIT8 INVOKE_STATIC MOVE""","","", 0.0, 0.004149377593360996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ADD_INT_LIT8 MOVE GOTO""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018248175182481751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ADD_INT_LIT8 MOVE_FROM16 INVOKE_STATIC""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007246376811594203, 0.0, 0.0, 0.0
"ADD_INT_LIT8 MOVE_OBJECT_FROM16 IGET_OBJECT""","","", 0.0, 0.0, 0.0, 0.004608294930875576, 0.0, 0.0, 0.0, 0.0038314176245210726, 0.0, 0.0, 0.0, 0.0030627871362940277
"ADD_INT_LIT8 MUL_INT_LIT16 IPUT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0, 0.0
"ADD_INT_LIT8 REM_INT_2ADDR IF_EQZ""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005988023952095809, 0.0, 0.0, 0.0, 0.0, 0.0
"ADD_INT_LIT8 SHR_INT_LIT8 CONST_4""","","", 0.011363636363636364, 0.0, 0.0, 0.0, 0.011235955056179775, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ADD_INT_LIT8 SPUT AGET_BYTE""","","", 0.0, 0.004149377593360996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ADD_INT_LIT8 SPUT GOTO""","","", 0.0, 0.008298755186721992, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ADD_INT_LIT8 SPUT INT_TO_BYTE""","","", 0.0, 0.004149377593360996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ADD_INT_LIT8 SPUT SGET_OBJECT""","","", 0.0, 0.012448132780082987, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"ADD_INT_LIT8 SUB_INT_2ADDR GOTO""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"AGET ADD_INT_LIT8 APUT""","","", 0.011363636363636364, 0.0, 0.0, 0.0, 0.011235955056179775, 0.0, 0.0, 0.0, 0.007246376811594203, 0.0, 0.0, 0.0
"AGET ADD_INT_LIT8 GOTO""","","", 0.0, 0.0, 0.0, 0.0, 0.011235955056179775, 0.0, 0.0, 0.0, 0.007246376811594203, 0.0, 0.0, 0.0
"AGET APUT ADD_INT_LIT8""","","", 0.011363636363636364, 0.0, 0.0, 0.0, 0.011235955056179775, 0.0, 0.0, 0.0, 0.014492753623188406, 0.0, 0.0, 0.0
"AGET APUT MOVE""","","", 0.011363636363636364, 0.0, 0.0, 0.0, 0.011235955056179775, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"AGET APUT SUB_INT""","","", 0.011363636363636364, 0.0, 0.0, 0.0, 0.011235955056179775, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"AGET CMPG_FLOAT IF_GEZ""","","", 0.0, 0.0, 0.005405405405405406, 0.0, 0.0, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0, 0.0
"AGET CONST_4 IF_GE""","","", 0.011363636363636364, 0.0, 0.0, 0.0, 0.011235955056179775, 0.0, 0.0, 0.0, 0.007246376811594203, 0.0, 0.0, 0.0
"AGET FLOAT_TO_DOUBLE ADD_DOUBLE_2ADDR""","","", 0.0, 0.0, 0.005405405405405406, 0.0, 0.0, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0, 0.0
"AGET IF_EQZ ADD_INT_LIT8""","","", 0.011363636363636364, 0.0, 0.0, 0.0, 0.011235955056179775, 0.0, 0.0, 0.0, 0.007246376811594203, 0.0, 0.0, 0.0
"AGET IF_LEZ ADD_INT_LIT8""","","", 0.011363636363636364, 0.0, 0.0, 0.0, 0.011235955056179775, 0.0, 0.0, 0.0, 0.007246376811594203, 0.0, 0.0, 0.0
"AGET SUB_INT AGET""","","", 0.011363636363636364, 0.0, 0.0, 0.0, 0.011235955056179775, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"AGET_BYTE AGET_BYTE APUT_BYTE""","","", 0.0, 0.004149377593360996, 0.0, 0.0, 0.0, 0.0018248175182481751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"AGET_BYTE APUT_BYTE ADD_INT_LIT8""","","", 0.0, 0.004149377593360996, 0.010810810810810811, 0.0, 0.0, 0.0036496350364963502, 0.005988023952095809, 0.0, 0.0, 0.0, 0.0, 0.0
"AGET_BYTE APUT_BYTE GOTO""","","", 0.0, 0.0, 0.005405405405405406, 0.0, 0.0, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0, 0.0
"AGET_BYTE CONST_16 IF_NE""","","", 0.0, 0.012448132780082987, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"AGET_BYTE CONST_16 INT_TO_BYTE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.005474452554744526, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"AGET_BYTE IF_NE SGET""","","", 0.0, 0.008298755186721992, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"AGET_BYTE INT_TO_BYTE IF_NE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0036496350364963502, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"AGET_BYTE INVOKE_DIRECT MOVE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018248175182481751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"AGET_BYTE INVOKE_STATIC MOVE""","","", 0.0, 0.004149377593360996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"AGET_CHAR INVOKE_VIRTUAL ADD_INT_LIT8""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"AGET_OBJECT ADD_INT_LIT8 MOVE_OBJECT_FROM16""","","", 0.0, 0.0, 0.0, 0.002304147465437788, 0.0, 0.0, 0.0, 0.0019157088122605363, 0.0, 0.0, 0.0, 0.0015313935681470138
"AGET_OBJECT CONST_WIDE_HIGH16 IGET_WIDE""","","", 0.0, 0.0, 0.0, 0.002304147465437788, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"AGET_OBJECT CONST_WIDE_HIGH16 INVOKE_VIRTUAL""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0019157088122605363, 0.0, 0.0, 0.0, 0.0
"AGET_OBJECT IGET_WIDE IGET_OBJECT""","","", 0.0, 0.0, 0.0, 0.0069124423963133645, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"AGET_OBJECT IGET_WIDE MOVE_WIDE_FROM16""","","", 0.0, 0.0, 0.0, 0.004608294930875576, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"AGET_OBJECT IGET_WIDE MUL_DOUBLE_2ADDR""","","", 0.0, 0.0, 0.0, 0.0069124423963133645, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"AGET_OBJECT INVOKE_STATIC MOVE_RESULT""","","", 0.011363636363636364, 0.0, 0.005405405405405406, 0.002304147465437788, 0.011235955056179775, 0.0, 0.0029940119760479044, 0.0019157088122605363, 0.007246376811594203, 0.0, 0.0021645021645021645, 0.0015313935681470138
"AGET_OBJECT INVOKE_VIRTUAL MOVE_RESULT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"AGET_OBJECT INVOKE_VIRTUAL MOVE_RESULT_OBJECT""","","", 0.0, 0.004149377593360996, 0.0, 0.0, 0.0, 0.0018248175182481751, 0.0, 0.0, 0.0, 0.005813953488372093, 0.0, 0.0
"AGET_OBJECT INVOKE_VIRTUAL MOVE_RESULT_WIDE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01532567049808429, 0.0, 0.0, 0.008658008658008658, 0.0
"AGET_OBJECT INVOKE_VIRTUAL_RANGE MOVE_RESULT_WIDE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017241379310344827, 0.0, 0.0, 0.0, 0.016845329249617153
"AGET_OBJECT INVOKE_VIRTUAL_RANGE RETURN_VOID""","","", 0.0, 0.0, 0.0, 0.002304147465437788, 0.0, 0.0, 0.0, 0.0019157088122605363, 0.0, 0.0, 0.0, 0.0
"AGET_OBJECT MOVE_OBJECT CHECK_CAST""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015313935681470138
"AGET_OBJECT MOVE_OBJECT_FROM16 CHECK_CAST""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015313935681470138
"AGET_OBJECT MOVE_OBJECT_FROM16 IGET_WIDE""","","", 0.0, 0.0, 0.0, 0.020737327188940093, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"AGET_OBJECT MOVE_WIDE_FROM16 NEG_DOUBLE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004594180704441042
"AGET_WIDE DOUBLE_TO_FLOAT APUT""","","", 0.0, 0.0, 0.005405405405405406, 0.0, 0.0, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0, 0.0
"AND_INT_LIT8 IF_EQZ CONST_WIDE_16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010719754977029096
"AND_INT_LIT8 IF_EQZ MOVE_OBJECT_FROM16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010719754977029096
"APUT ADD_INT_LIT8 GOTO""","","", 0.045454545454545456, 0.0, 0.010810810810810811, 0.0, 0.0449438202247191, 0.0, 0.005988023952095809, 0.0, 0.028985507246376812, 0.0, 0.0, 0.0
"APUT AGET ADD_INT_LIT8""","","", 0.011363636363636364, 0.0, 0.0, 0.0, 0.011235955056179775, 0.0, 0.0, 0.0, 0.007246376811594203, 0.0, 0.0, 0.0
"APUT AGET IF_LEZ""","","", 0.011363636363636364, 0.0, 0.0, 0.0, 0.011235955056179775, 0.0, 0.0, 0.0, 0.007246376811594203, 0.0, 0.0, 0.0
"APUT MOVE GOTO""","","", 0.011363636363636364, 0.0, 0.0, 0.0, 0.011235955056179775, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"APUT NOP MOVE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007246376811594203, 0.0, 0.0, 0.0
"APUT SUB_INT APUT""","","", 0.011363636363636364, 0.0, 0.0, 0.0, 0.011235955056179775, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"APUT_BYTE ADD_INT_LIT8 GOTO""","","", 0.0, 0.012448132780082987, 0.0, 0.0, 0.0, 0.005474452554744526, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"APUT_BYTE ADD_INT_LIT8 MOVE""","","", 0.0, 0.0, 0.010810810810810811, 0.0, 0.0, 0.0, 0.005988023952095809, 0.0, 0.0, 0.0, 0.0, 0.0
"APUT_BYTE APUT_BYTE ADD_INT_LIT8""","","", 0.0, 0.004149377593360996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"APUT_BYTE CONST_16 CONST_16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020958083832335328, 0.0, 0.0, 0.0, 0.0, 0.0
"APUT_BYTE CONST_16 INT_TO_BYTE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020958083832335328, 0.0, 0.0, 0.0, 0.0, 0.0
"APUT_BYTE CONST_16 NEW_ARRAY""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0, 0.0
"APUT_BYTE CONST_4 CONST_16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008982035928143712, 0.0, 0.0, 0.0, 0.0, 0.0
"APUT_BYTE NEW_ARRAY FILL_ARRAY_DATA""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0, 0.0
"APUT_BYTE SGET_OBJECT INVOKE_STATIC""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0018248175182481751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"APUT_BYTE SUB_INT GOTO""","","", 0.0, 0.0, 0.005405405405405406, 0.0, 0.0, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0, 0.0
"APUT_BYTE SUB_INT_2ADDR MOVE""","","", 0.0, 0.0, 0.005405405405405406, 0.0, 0.0, 0.0, 0.0029940119760479044, 0.0, 0.0, 0.0, 0.0, 0.0
"APUT_OBJECT ARRAY_LENGTH INVOKE_STATIC""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0030627871362940277
"APUT_OBJECT CONST_16 CONST_16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015151515151515152, 0.0
"APUT_OBJECT CONST_16 CONST_WIDE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015151515151515152, 0.0
"APUT_OBJECT CONST_16 NEW_ARRAY""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021645021645021645, 0.0
"APUT_OBJECT CONST_16 NEW_INSTANCE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006125574272588055
"APUT_OBJECT CONST_4 CONST_16""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021645021645021644, 0.0
"APUT_OBJECT CONST_4 CONST_WIDE""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021645021645021644, 0.0
"APUT_OBJECT CONST_4 INVOKE_STATIC""","","", 0.0, 0.0, 0.0, 0.009216589861751152, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
"APUT_OBJECT CONST_4 SGET_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007662835249042145, 0.0, 0.0, 0.0, 0.0
"APUT_OBJECT INVOKE_STATIC MOVE_RESULT_OBJECT""","","", 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004329004329004329, 0.0
"APUT_OBJECT INVOKE_VIRTUAL CONST_4""","","", 0.0, 0.0, 0.0, 0.002304147465437788, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
