Benchmark results for /storage/emulated/0/results/NB-KI-RT--2018-04-17-16:16:49.txt 
------------------------------------------------------------------------------
                  Raw data: [Runtime (ms)] 
------------------------------------------------------------------------------
Discarded results (warmup)
(0, 1144,9999)
(1, 915,3731)
(2, 926,9222)
(3, 927,0310)
(4, 927,0191)
(5, 918,9804)
(6, 918,3963)
(7, 926,4423)
(8, 932,1600)
(9, 918,4843)
------------------------------------------------------------------------------
Warmuped results:
(0, 917,7773)
(1, 919,0913)
(2, 914,3593)
(3, 932,6586)
(4, 927,2562)
(5, 918,3853)
(6, 928,8573)
(7, 926,4182)
(8, 917,6170)
(9, 918,4968)
(10, 926,8638)
(11, 931,6709)
(12, 917,1895)
(13, 915,1567)
(14, 917,7077)
(15, 926,5308)
(16, 917,8945)
(17, 919,0633)
(18, 930,4556)
(19, 919,6707)
(20, 918,0403)
(21, 928,1868)
(22, 916,7986)
(23, 918,4697)
(24, 913,9097)
(25, 929,4816)
(26, 922,1899)
(27, 996,2490)
(28, 994,7803)
(29, 995,7465)
(30, 993,4654)
(31, 925,4840)
(32, 917,9053)
(33, 927,3138)
(34, 918,0452)
(35, 914,6842)
(36, 917,6735)
(37, 954,6084)
(38, 995,5686)
(39, 935,5752)
(40, 917,6756)
(41, 918,6487)
(42, 951,0154)
(43, 928,6563)
(44, 973,9193)
(45, 934,3146)
(46, 914,0495)
(47, 971,9681)
(48, 994,3796)
(49, 995,3893)
(50, 994,7383)
(51, 927,2518)
(52, 918,0502)
(53, 942,1408)
(54, 992,7000)
(55, 926,4986)
(56, 933,8870)
(57, 992,2838)
(58, 995,2672)
(59, 995,4262)
(60, 994,5807)
(61, 927,2444)
(62, 917,9578)
(63, 928,0970)
(64, 981,9463)
(65, 929,8400)
(66, 947,5710)
(67, 926,5983)
(68, 976,8741)
(69, 994,2369)
(70, 928,8727)
(71, 927,3290)
(72, 969,6702)
(73, 928,1418)
(74, 973,4294)
(75, 1018,1793)
(76, 1070,3318)
(77, 1067,9706)
(78, 1077,3343)
(79, 1030,3645)
(80, 1097,9178)
(81, 1017,7202)
(82, 1092,5332)
(83, 1059,6969)
(84, 1072,7878)
(85, 1039,4387)
(86, 1039,7832)
(87, 1069,5963)
(88, 1077,8247)
(89, 1187,9144)
(90, 1053,1825)
(91, 1084,0826)
(92, 1087,9118)
(93, 1008,9218)
(94, 926,2275)
(95, 917,5977)
(96, 927,6451)
(97, 973,6993)
(98, 926,1727)
(99, 963,0468)
------------------------------------------------------------------------------
Sample means, SD and CI (two-sided 95%)
Runtime: 965,3583, 58,1100, 11,3896
