Benchmark results for /storage/emulated/0/results/NB-J-MC--2018-04-18-13:44:45.txt 
------------------------------------------------------------------------------
                  Raw data: [Allocation Count, Allocation Size, Bytes per object] 
------------------------------------------------------------------------------
Discarded results (warmup)
(0, 102, 3768, 36.94117647058823)
(1, 91, 2704, 29.714285714285715)
(2, 91, 2704, 29.714285714285715)
(3, 91, 2704, 29.714285714285715)
(4, 91, 2704, 29.714285714285715)
(5, 91, 2704, 29.714285714285715)
(6, 91, 2704, 29.714285714285715)
(7, 91, 2704, 29.714285714285715)
(8, 91, 2704, 29.714285714285715)
(9, 91, 2704, 29.714285714285715)
------------------------------------------------------------------------------
Warmuped results:
(0, 91, 2704, 29.714285714285715)
(1, 91, 2704, 29.714285714285715)
(2, 91, 2704, 29.714285714285715)
(3, 91, 2704, 29.714285714285715)
(4, 91, 2704, 29.714285714285715)
(5, 91, 2704, 29.714285714285715)
(6, 91, 2704, 29.714285714285715)
(7, 91, 2704, 29.714285714285715)
(8, 91, 2704, 29.714285714285715)
(9, 91, 2704, 29.714285714285715)
(10, 91, 2704, 29.714285714285715)
(11, 91, 2704, 29.714285714285715)
(12, 91, 2704, 29.714285714285715)
(13, 91, 2704, 29.714285714285715)
(14, 91, 2704, 29.714285714285715)
(15, 91, 2704, 29.714285714285715)
(16, 91, 2704, 29.714285714285715)
(17, 91, 2704, 29.714285714285715)
(18, 91, 2704, 29.714285714285715)
(19, 91, 2704, 29.714285714285715)
(20, 91, 2704, 29.714285714285715)
(21, 91, 2704, 29.714285714285715)
(22, 91, 2704, 29.714285714285715)
(23, 91, 2704, 29.714285714285715)
(24, 91, 2704, 29.714285714285715)
(25, 91, 2704, 29.714285714285715)
(26, 91, 2704, 29.714285714285715)
(27, 91, 2704, 29.714285714285715)
(28, 91, 2704, 29.714285714285715)
(29, 91, 2704, 29.714285714285715)
(30, 91, 2704, 29.714285714285715)
(31, 91, 2704, 29.714285714285715)
(32, 91, 2704, 29.714285714285715)
(33, 91, 2704, 29.714285714285715)
(34, 91, 2704, 29.714285714285715)
(35, 91, 2704, 29.714285714285715)
(36, 91, 2704, 29.714285714285715)
(37, 91, 2704, 29.714285714285715)
(38, 91, 2704, 29.714285714285715)
(39, 91, 2704, 29.714285714285715)
(40, 91, 2704, 29.714285714285715)
(41, 91, 2704, 29.714285714285715)
(42, 91, 2704, 29.714285714285715)
(43, 91, 2704, 29.714285714285715)
(44, 91, 2704, 29.714285714285715)
(45, 91, 2704, 29.714285714285715)
(46, 91, 2704, 29.714285714285715)
(47, 91, 2704, 29.714285714285715)
(48, 91, 2704, 29.714285714285715)
(49, 91, 2704, 29.714285714285715)
(50, 91, 2704, 29.714285714285715)
(51, 91, 2704, 29.714285714285715)
(52, 91, 2704, 29.714285714285715)
(53, 91, 2704, 29.714285714285715)
(54, 91, 2704, 29.714285714285715)
(55, 91, 2704, 29.714285714285715)
(56, 91, 2704, 29.714285714285715)
(57, 91, 2704, 29.714285714285715)
(58, 91, 2704, 29.714285714285715)
(59, 91, 2704, 29.714285714285715)
(60, 91, 2704, 29.714285714285715)
(61, 91, 2704, 29.714285714285715)
(62, 91, 2704, 29.714285714285715)
(63, 91, 2704, 29.714285714285715)
(64, 91, 2704, 29.714285714285715)
(65, 91, 2704, 29.714285714285715)
(66, 91, 2704, 29.714285714285715)
(67, 91, 2704, 29.714285714285715)
(68, 91, 2704, 29.714285714285715)
(69, 91, 2704, 29.714285714285715)
(70, 91, 2704, 29.714285714285715)
(71, 91, 2704, 29.714285714285715)
(72, 91, 2704, 29.714285714285715)
(73, 91, 2704, 29.714285714285715)
(74, 91, 2704, 29.714285714285715)
(75, 91, 2704, 29.714285714285715)
(76, 91, 2704, 29.714285714285715)
(77, 91, 2704, 29.714285714285715)
(78, 91, 2704, 29.714285714285715)
(79, 91, 2704, 29.714285714285715)
(80, 91, 2704, 29.714285714285715)
(81, 91, 2704, 29.714285714285715)
(82, 91, 2704, 29.714285714285715)
(83, 91, 2704, 29.714285714285715)
(84, 91, 2704, 29.714285714285715)
(85, 91, 2704, 29.714285714285715)
(86, 91, 2704, 29.714285714285715)
(87, 91, 2704, 29.714285714285715)
(88, 91, 2704, 29.714285714285715)
(89, 91, 2704, 29.714285714285715)
(90, 91, 2704, 29.714285714285715)
(91, 91, 2704, 29.714285714285715)
(92, 91, 2704, 29.714285714285715)
(93, 91, 2704, 29.714285714285715)
(94, 91, 2704, 29.714285714285715)
(95, 91, 2704, 29.714285714285715)
(96, 91, 2704, 29.714285714285715)
(97, 91, 2704, 29.714285714285715)
(98, 91, 2704, 29.714285714285715)
(99, 91, 2704, 29.714285714285715)
------------------------------------------------------------------------------
Sample means, SD and CI (two-sided 95%)
Allocation count: 91.0, 0,0000, 0,0000
Allocation size: 2704.0, 0,0000, 0,0000
Bytes allocated per object: 29,7143, 0,0000, 0,0000
